EmployeeNumber,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,StandardHours,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1968,53,Sales,24,4,Life Sciences,Male,Sales Executive,3,Single,10448,5843,6,1,80,0,15,2,2,2,2
1969,54,Research & Development,9,2,Life Sciences,Female,Research Scientist,2,Married,2897,22474,3,1,80,2,9,4,3,2,3
1970,33,Research & Development,7,2,Life Sciences,Male,Healthcare Representative,2,Divorced,5968,18079,1,1,80,3,9,9,7,2,8
1971,43,Research & Development,11,3,Life Sciences,Male,Healthcare Representative,3,Married,7510,16873,1,1,80,1,10,10,9,0,9
1972,38,Human Resources,1,4,Other,Male,Human Resources,1,Married,2991,5224,0,1,80,1,7,6,2,1,2
1973,55,Human Resources,26,4,Human Resources,Male,Manager,5,Married,19636,25811,4,1,80,1,35,10,9,1,4
1974,31,Research & Development,2,1,Medical,Female,Laboratory Technician,1,Divorced,1129,17536,1,1,80,3,1,1,0,0,0
1975,39,Sales,15,4,Marketing,Male,Sales Executive,4,Single,13341,25098,0,1,80,0,21,20,8,11,10
1976,42,Research & Development,23,2,Life Sciences,Male,Research Scientist,2,Single,4332,14811,1,1,80,0,20,20,9,3,7
1979,31,Research & Development,10,3,Medical,Female,Research Director,3,Married,11031,26862,4,1,80,1,13,11,7,4,8
1980,54,Research & Development,10,3,Medical,Female,Manufacturing Director,2,Single,4440,25198,6,1,80,0,9,5,2,1,4
1981,24,Research & Development,1,2,Life Sciences,Male,Healthcare Representative,2,Single,4617,14120,1,1,80,0,4,4,3,1,2
1982,23,Research & Development,12,2,Other,Male,Laboratory Technician,1,Single,2647,13672,1,1,80,0,5,5,2,1,4
1985,40,Research & Development,11,3,Technical Degree,Female,Laboratory Technician,2,Married,6323,26849,1,1,80,1,10,10,9,9,4
1986,40,Sales,2,2,Marketing,Female,Sales Executive,2,Married,5677,4258,3,1,80,1,15,11,8,5,10
1987,25,Human Resources,2,3,Human Resources,Female,Human Resources,1,Married,2187,19655,4,1,80,0,6,2,0,1,2
1989,30,Research & Development,1,2,Medical,Male,Laboratory Technician,1,Married,3748,4077,1,1,80,0,12,12,8,1,7
1992,25,Research & Development,2,1,Other,Male,Laboratory Technician,1,Divorced,3977,7298,6,1,80,1,7,2,2,0,2
1993,47,Research & Development,25,3,Medical,Male,Healthcare Representative,3,Single,8633,13084,2,1,80,0,25,17,14,12,11
1994,33,Research & Development,1,2,Medical,Male,Laboratory Technician,1,Divorced,2008,20439,1,1,80,3,1,1,1,0,0
1995,38,Sales,1,4,Life Sciences,Male,Sales Executive,2,Married,4440,7636,0,1,80,2,16,15,13,5,8
1996,31,Sales,2,2,Life Sciences,Male,Sales Representative,1,Married,3067,6393,0,1,80,1,3,2,2,1,2
1997,38,Research & Development,6,4,Life Sciences,Male,Manufacturing Director,2,Married,5321,14284,2,1,80,1,10,8,3,7,7
1998,42,Research & Development,18,4,Life Sciences,Male,Research Scientist,2,Divorced,5410,11189,6,1,80,1,9,4,3,1,2
1999,41,Research & Development,1,3,Life Sciences,Male,Research Scientist,1,Married,2782,21412,3,1,80,1,12,5,3,1,0
2000,47,Research & Development,1,1,Medical,Female,Research Director,3,Married,11957,17231,0,1,80,2,14,13,8,5,12
2003,35,Research & Development,11,4,Medical,Male,Laboratory Technician,1,Married,2660,20232,7,1,80,1,5,2,2,2,2
2007,22,Research & Development,1,2,Life Sciences,Male,Research Scientist,1,Single,3375,17624,0,1,80,0,4,3,2,1,2
2008,35,Research & Development,9,4,Medical,Male,Research Scientist,2,Single,5098,18698,1,1,80,0,10,10,7,0,8
2009,33,Research & Development,15,2,Medical,Female,Healthcare Representative,2,Married,4878,21653,0,1,80,1,10,9,7,8,1
2010,32,Research & Development,29,4,Life Sciences,Female,Laboratory Technician,1,Single,2837,15919,1,1,80,0,6,6,2,4,1
2012,40,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,1,Married,2406,4060,8,1,80,2,8,1,0,0,0
2013,32,Sales,1,4,Medical,Male,Sales Representative,1,Married,2269,18024,0,1,80,1,3,2,2,2,2
2014,39,Research & Development,24,1,Life Sciences,Male,Research Scientist,2,Single,4108,5340,7,1,80,0,18,7,7,1,7
2015,38,Research & Development,10,3,Medical,Female,Research Director,3,Married,13206,3376,3,1,80,1,20,18,16,1,11
2016,32,Sales,1,4,Marketing,Female,Sales Executive,3,Married,10422,24032,1,1,80,2,14,14,10,5,7
2017,37,Research & Development,10,3,Life Sciences,Female,Research Director,3,Married,13744,15471,1,1,80,1,16,16,11,6,8
2018,25,Sales,8,2,Other,Female,Sales Executive,2,Divorced,4907,13684,0,1,80,1,6,5,3,0,4
2019,52,Sales,29,4,Life Sciences,Male,Sales Representative,1,Divorced,3482,19788,2,1,80,2,16,9,8,0,0
2020,44,Research & Development,1,3,Medical,Male,Research Scientist,1,Single,2436,13422,6,1,80,0,6,4,3,1,2
2021,21,Sales,5,1,Medical,Male,Sales Representative,1,Single,2380,25479,1,1,80,0,2,2,2,1,2
2022,39,Research & Development,9,3,Life Sciences,Male,Manager,5,Single,19431,15302,2,1,80,0,21,6,0,1,3
2023,23,Sales,9,3,Marketing,Male,Sales Representative,1,Married,1790,26956,1,1,80,1,1,1,0,1,0
2024,36,Sales,3,3,Medical,Female,Sales Executive,3,Married,7644,12695,0,1,80,2,10,9,7,3,4
2025,36,Research & Development,4,2,Life Sciences,Female,Manufacturing Director,2,Divorced,5131,9192,7,1,80,3,18,4,2,0,2
2026,56,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,2,Divorced,6306,26236,1,1,80,1,13,13,12,1,9
2027,29,Research & Development,1,4,Medical,Male,Research Scientist,1,Married,4787,26124,9,1,80,3,4,2,2,2,2
2031,42,Research & Development,2,3,Life Sciences,Male,Manager,5,Married,18880,17312,5,1,80,0,24,22,6,4,14
2032,56,Research & Development,7,2,Technical Degree,Male,Laboratory Technician,1,Married,2339,3666,8,1,80,1,14,10,9,9,8
2034,41,Research & Development,28,4,Life Sciences,Female,Manufacturing Director,4,Married,13570,5640,0,1,80,1,21,20,7,0,10
2035,34,Sales,28,3,Marketing,Female,Sales Executive,2,Married,6712,8978,1,1,80,2,8,8,7,1,7
2036,36,Sales,15,4,Marketing,Male,Sales Executive,2,Divorced,5406,10436,1,1,80,1,15,15,12,11,11
2037,41,Sales,3,3,Life Sciences,Male,Sales Executive,2,Divorced,8938,12227,2,1,80,1,14,5,4,0,4
2038,32,Research & Development,2,3,Technical Degree,Male,Research Scientist,1,Single,2439,11288,1,1,80,0,4,4,2,1,2
2040,35,Human Resources,26,4,Life Sciences,Female,Human Resources,3,Single,8837,16642,1,1,80,0,9,9,0,1,7
2041,38,Sales,10,2,Life Sciences,Female,Sales Executive,2,Married,5343,5982,1,1,80,1,10,10,7,1,9
2044,50,Sales,1,4,Life Sciences,Male,Sales Executive,2,Divorced,6728,14255,7,1,80,2,12,6,3,0,1
2045,36,Sales,11,4,Marketing,Female,Sales Executive,2,Married,6652,14369,4,1,80,1,8,6,3,0,0
2046,45,Sales,20,3,Life Sciences,Female,Sales Executive,2,Single,4850,23333,8,1,80,0,8,5,3,0,1
2048,40,Research & Development,2,4,Life Sciences,Male,Research Scientist,1,Single,2809,2725,2,1,80,0,8,2,2,2,2
2049,35,Research & Development,18,4,Life Sciences,Male,Healthcare Representative,2,Married,5689,24594,1,1,80,2,10,10,2,0,2
2051,40,Research & Development,2,4,Medical,Female,Research Scientist,1,Married,2001,12549,2,1,80,3,20,5,3,0,2
2052,35,Research & Development,1,4,Life Sciences,Female,Research Scientist,1,Married,2977,8952,1,1,80,1,4,4,3,1,1
2053,29,Research & Development,13,2,Other,Male,Laboratory Technician,2,Married,4025,23679,4,1,80,1,10,4,3,0,3
2054,29,Research & Development,28,4,Medical,Female,Research Scientist,1,Single,3785,8489,1,1,80,0,5,5,4,0,4
2055,50,Sales,28,3,Marketing,Male,Sales Executive,3,Divorced,10854,16586,4,1,80,1,20,3,2,2,0
2056,39,Sales,24,1,Marketing,Female,Sales Executive,4,Married,12031,8828,0,1,80,1,21,20,9,9,6
2057,31,Research & Development,5,3,Medical,Male,Manufacturing Director,2,Single,9936,3787,0,1,80,0,10,9,4,1,7
2060,26,Sales,5,3,Other,Female,Sales Representative,1,Single,2966,21378,0,1,80,0,5,4,2,0,0
2061,36,Research & Development,23,2,Medical,Male,Laboratory Technician,2,Married,2571,12290,4,1,80,1,17,5,2,0,3
2062,39,Research & Development,6,1,Medical,Male,Healthcare Representative,3,Married,9991,21457,4,1,80,1,9,7,7,1,7
2064,27,Research & Development,4,3,Life Sciences,Male,Manufacturing Director,2,Married,6142,5174,1,1,80,1,6,6,2,0,3
2065,49,Sales,2,3,Medical,Male,Sales Executive,2,Married,5390,13243,2,1,80,0,17,9,6,0,8
2068,34,Research & Development,8,3,Medical,Male,Laboratory Technician,2,Married,4404,10228,2,1,80,0,6,4,3,1,2
